table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
archive,public_storage_evaluation_focus_states_760118,race_other,real,YES,,50,Race other. May be NULL.
archive,public_storage_evaluation_focus_states_760118,race_multiple,real,YES,,51,Race multiple. May be NULL.
archive,public_storage_evaluation_focus_states_760118,zip_row_id,uuid,YES,,52,Identifier for zip row.
archive,public_storage_evaluation_state_county_zip_v2_760346,state_code,text,NO,,1,2-character US state abbreviation.
archive,public_storage_evaluation_state_county_zip_v2_760346,county_name,text,NO,,2,Name of county.
archive,public_storage_evaluation_state_county_zip_v2_760346,zip_code,character,NO,,3,Zip code.
archive,public_storage_evaluation_state_county_zip_v2_760346,population,integer,YES,,4,Population. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,population_density,real,YES,,5,Population density. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,median_household_income,integer,YES,,6,Median household income. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,percent_renters,real,YES,,7,Percent renters. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,housing_growth_score,real,YES,,8,Score for housing growth.
archive,public_storage_evaluation_state_county_zip_v2_760346,permits_last_3_years,integer,YES,,9,Permits last 3 years. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,storage_density_score,real,YES,,10,Score for storage density.
archive,public_storage_evaluation_state_county_zip_v2_760346,container_zoning_allowed,boolean,YES,,11,Whether container zoning allowed. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,phase_0_passed,boolean,YES,,12,Whether phase 0 passed. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,phase_1_passed,boolean,YES,,13,Whether phase 1 passed. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,phase_2_passed,boolean,YES,,14,Whether phase 2 passed. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,last_updated,timestamp with time zone,YES,,15,Last updated. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,zip,integer,YES,,16,Zip. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,lat,real,YES,,17,Lat. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,lng,real,YES,,18,Lng. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,city,character varying,YES,,19,City name.
archive,public_storage_evaluation_state_county_zip_v2_760346,state_id,character varying,YES,,20,Identifier for state.
archive,public_storage_evaluation_state_county_zip_v2_760346,state_name,character varying,YES,,21,Name of state.
archive,public_storage_evaluation_state_county_zip_v2_760346,zcta,boolean,YES,,22,Whether zcta. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,parent_zcta,integer,YES,,23,Parent zcta. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,density,real,YES,,24,Density. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,county_fips,integer,YES,,25,County fips. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,county_weights,character varying,YES,,26,County weights. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,county_names_all,character varying,YES,,27,County names all. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,county_fips_all,character varying,YES,,28,County fips all. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,imprecise,boolean,YES,,29,Whether imprecise. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,military,boolean,YES,,30,Whether military. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,timezone,character varying,YES,,31,Timezone. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,age_median,real,YES,,32,Age median. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,male,real,YES,,33,Male. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,female,real,YES,,34,Female. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,married,real,YES,,35,Married. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,family_size,real,YES,,36,Family size. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,income_household_median,integer,YES,,37,Income household median. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,income_household_six_figure,real,YES,,38,Income household six figure. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,home_ownership,real,YES,,39,Home ownership. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,home_value,integer,YES,,40,Home value. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,rent_median,integer,YES,,41,Rent median. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,education_college_or_above,real,YES,,42,Education college or above. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,labor_force_participation,integer,YES,,43,Labor force participation. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,unemployment_rate,real,YES,,44,Unemployment rate. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_white,real,YES,,45,Race white. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_black,real,YES,,46,Race black. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_asian,real,YES,,47,Race asian. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_native,integer,YES,,48,Race native. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_pacific,integer,YES,,49,Race pacific. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_other,real,YES,,50,Race other. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,race_multiple,real,YES,,51,Race multiple. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,zip_row_id,uuid,NO,gen_random_uuid(),52,Identifier for zip row.
archive,public_storage_evaluation_state_county_zip_v2_760346,population_growth_rate,double precision,YES,,53,Population growth rate. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,housing_type_signal,text,YES,,54,Housing type signal. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,price_per_sqft,double precision,YES,,55,Price per sqft. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,rentability_score,double precision,YES,,56,Score for rentability.
archive,public_storage_evaluation_state_county_zip_v2_760346,breakeven_years,double precision,YES,,57,Breakeven years. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,zoning_lookup_completed,boolean,YES,,58,Whether zoning lookup completed. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,road_access,boolean,YES,,59,Whether road access. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,site_visit_complete,boolean,YES,,60,Whether site visit complete. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,parcel_id,text,YES,,61,Identifier for parcel.
archive,public_storage_evaluation_state_county_zip_v2_760346,phase_3_passed,boolean,YES,,62,Whether phase 3 passed. Boolean.
archive,public_storage_evaluation_state_county_zip_v2_760346,triage_flag,text,YES,,63,Triage flag. May be NULL.
archive,public_storage_evaluation_state_county_zip_v2_760346,notes,text,YES,,64,Free text notes.
archive,public_test_table_760607,id,integer,NO,nextval('archive.test_table_id_seq'::regclass),1,Id.
archive,public_test_table_760607,name,text,YES,,2,Name. May be NULL.
archive,shq_schema_audit_log_760790,id,integer,NO,nextval('archive.schema_audit_log_id_seq'::regclass),1,Id.
archive,shq_schema_audit_log_760790,operation,text,NO,,2,"Database operation type (INSERT, UPDATE, DELETE)."
archive,shq_schema_audit_log_760790,schema_name,text,YES,,3,Name of the affected database schema.
archive,shq_schema_audit_log_760790,table_name,text,YES,,4,Name of the affected database table.
archive,shq_schema_audit_log_760790,column_name,text,YES,,5,Name of column.
archive,shq_schema_audit_log_760790,old_data,jsonb,YES,,6,JSONB data for old data.
archive,shq_schema_audit_log_760790,new_data,jsonb,YES,,7,JSONB data for new data.
archive,shq_schema_audit_log_760790,change_summary,text,YES,,8,Change summary. May be NULL.
archive,shq_schema_audit_log_760790,metadata,jsonb,YES,'{}'::jsonb,9,JSONB data for metadata.
archive,shq_schema_audit_log_760790,created_at,timestamp with time zone,YES,now(),10,Timestamp when this record was created.
archive,shq_schema_audit_log_760790,created_by,text,YES,'system'::text,11,User or system that created this record.
archive,shq_schema_registry_761013,id,integer,NO,nextval('archive.schema_registry_id_seq'::regclass),1,Id.
archive,shq_schema_registry_761013,schema_name,text,NO,,2,Name of the affected database schema.
archive,shq_schema_registry_761013,table_name,text,NO,,3,Name of the affected database table.
archive,shq_schema_registry_761013,column_name,text,NO,,4,Name of column.
archive,shq_schema_registry_761013,data_type,text,NO,,5,Classification type for data.
archive,shq_schema_registry_761013,is_nullable,boolean,YES,true,6,Whether nullable. Boolean.
archive,shq_schema_registry_761013,column_default,text,YES,,7,Column default. May be NULL.
archive,shq_schema_registry_761013,max_length,integer,YES,,8,Max length. May be NULL.
archive,shq_schema_registry_761013,numeric_precision,integer,YES,,9,Numeric precision. May be NULL.
archive,shq_schema_registry_761013,numeric_scale,integer,YES,,10,Numeric scale. May be NULL.
archive,shq_schema_registry_761013,ordinal_position,integer,YES,,11,Ordinal position. May be NULL.
archive,shq_schema_registry_761013,is_primary_key,boolean,YES,false,12,Whether primary key. Boolean.
archive,shq_schema_registry_761013,is_foreign_key,boolean,YES,false,13,Whether foreign key. Boolean.
archive,shq_schema_registry_761013,constraint_name,text,YES,,14,Name of constraint.
archive,shq_schema_registry_761013,table_type,text,YES,'BASE TABLE'::text,15,Classification type for table.
archive,shq_schema_registry_761013,doctrine_tag,jsonb,YES,'{}'::jsonb,16,JSONB data for doctrine tag.
archive,shq_schema_registry_761013,metadata,jsonb,YES,'{}'::jsonb,17,JSONB data for metadata.
archive,shq_schema_registry_761013,last_updated,timestamp with time zone,YES,now(),18,Last updated. May be NULL.
archive,shq_schema_registry_761013,created_at,timestamp with time zone,YES,now(),19,Timestamp when this record was created.
archive,shq_table_relationships_761234,id,integer,NO,nextval('archive.table_relationships_id_seq'::regclass),1,Id.
archive,shq_table_relationships_761234,source_schema,text,NO,,2,Source data field: source_schema.
archive,shq_table_relationships_761234,source_table,text,NO,,3,Source data field: source_table.
archive,shq_table_relationships_761234,target_schema,text,NO,,4,Target schema.
archive,shq_table_relationships_761234,target_table,text,NO,,5,Target table.
archive,shq_table_relationships_761234,relationship_type,text,NO,,6,Classification type for relationship.
archive,shq_table_relationships_761234,relationship_data,jsonb,YES,'{}'::jsonb,7,JSONB data for relationship data.
archive,shq_table_relationships_761234,confidence_score,numeric,YES,1.0,8,Confidence score (0-100).
archive,shq_table_relationships_761234,created_by,text,YES,'system'::text,9,User or system that created this record.
archive,shq_table_relationships_761234,created_at,timestamp with time zone,YES,now(),10,Timestamp when this record was created.
archive,shq_table_relationships_761234,updated_at,timestamp with time zone,YES,now(),11,Timestamp of last modification to this record.
archive,talent_flow_movement_history_ctb,history_id,uuid,YES,,1,Identifier for history.
archive,talent_flow_movement_history_ctb,person_identifier,text,YES,,2,Person identifier. May be NULL.
archive,talent_flow_movement_history_ctb,from_outreach_id,uuid,YES,,3,Identifier for from outreach.
archive,talent_flow_movement_history_ctb,to_outreach_id,uuid,YES,,4,Identifier for to outreach.
